Iteration Key Index Time_taken(seconds)
64 6908 -1 0
65 4377 -1 0
66 17911 -1 0
67 2731 11824 0
68 22481 1400 0
69 3851 4964 0
70 31754 7028 0
71 28921 25997 0
72 17048 4080 0
73 20449 -1 0
74 10055 24211 0
75 21064 -1 0
76 28890 3446 0
77 23761 23011 0
78 3736 14464 0
79 29227 17792 0
80 3821 -1 0
81 2979 -1 0
82 24634 9357 0
83 30525 -1 0.000615
84 21776 -1 0
85 28529 7211 0
86 28527 17405 0
87 519 8705 0
88 21176 21578 0
89 18091 -1 0
90 31347 17366 0
91 11044 5686 0
92 1060 8830 0
93 2653 9639 0
94 3250 -1 0
95 11426 17264 0
96 26167 -1 0
97 693 -1 0
98 20792 10396 0
99 15020 -1 0
~~ For list with 35000 elements ~~
0 8846 28524 0
1 13735 15458 0
2 21314 -1 0
3 27571 -1 0
4 11466 30197 0
5 28596 5312 0
6 25623 28589 0
7 8319 11174 0
8 27587 -1 0.000996
9 24821 26964 0
10 13077 7666 0
11 17282 30665 0
12 27137 17968 0
13 27292 15683 0
14 23092 -1 0
15 3617 21150 0
16 9580 -1 0
17 21703 5337 0
18 31662 30965 0
19 27139 423 0
20 12314 3184 0
21 15363 -1 0
22 2412 12049 0
23 27322 -1 0
24 21350 757 0
25 30734 5522 0
26 8381 3439 0
27 2725 10037 0
28 26946 -1 0
29 24546 23665 0
30 20046 1126 0
31 12052 -1 0
32 24526 -1 0
33 3822 6773 0
34 20055 12836 0
35 14254 32620 0
36 6953 -1 0
37 4007 7486 0
38 7442 -1 0.001098
39 7440 2704 0
40 10630 7385 0
41 3903 12758 0
42 27505 -1 0
43 25271 -1 0
44 32131 -1 0
45 32436 -1 0
46 19472 -1 0
47 24608 1971 0
48 8887 10920 0
49 17677 27383 0
50 11369 -1 0
51 9517 24096 0
52 8330 -1 0
53 26337 -1 0
54 28231 21240 0.001223
55 32203 21936 0
56 32586 11015 0
57 18200 14081 0
58 13693 -1 0
59 22738 4001 0
60 9083 7320 0
61 25845 -1 0
62 15831 21156 0
63 5677 -1 0
64 29550 -1 0
65 15189 22648 0
66 19793 -1 0
67 58 6450 0
68 31509 17239 0
69 9521 652 0
70 5767 11525 0
71 29811 13937 0
72 533 4879 0
73 27498 27769 0
74 8045 13235 0
75 32591 16636 0
76 18461 -1 0
77 24518 8461 0
78 64 31346 0
79 28515 34493 0
80 23414 16068 0
81 10549 -1 0
82 3772 -1 0
83 9165 22851 0
84 15836 6521 0
85 9562 32988 0
86 18832 -1 0
87 6610 32427 0
88 19341 26626 0
89 838 6194 0
90 6159 6849 0
91 32198 17491 0
92 6303 8795 0
93 31623 -1 0
94 12840 29205 0
95 17196 15218 0
96 14486 7822 0
97 18785 1759 0
98 17560 -1 0
99 2079 19681 0
~~ For list with 40000 elements ~~
0 19275 4384 0
1 5290 27875 0
2 30155 39459 0
3 25503 33822 0
4 19371 -1 0
5 3933 14309 0
6 24442 10795 0
7 12662 500 0
8 30904 1448 0
9 7873 3639 0
10 24300 9122 0
11 22152 151 0
12 6802 11450 0
13 5190 -1 0
14 16993 20160 0
15 24670 13441 0
16 24491 33451 0
17 8041 24628 0
18 2799 -1 0
19 23821 -1 0
20 10710 34854 0
21 13950 10716 0
22 16943 3063 0
23 10774 19980 0
24 12705 -1 0
25 31916 9452 0
26 22582 -1 0
27 10891 13702 0
28 29669 7425 0
29 18745 12894 0
30 7622 -1 0
31 10355 7211 0
32 7579 25332 0
33 13319 29618 0
34 11974 1280 0
35 25968 -1 0.001006
36 27121 -1 0
37 19295 1195 0
38 24816 431 0
39 7839 -1 0
40 9886 19128 0
41 22254 38688 0
42 2762 6618 0
43 1984 4236 0
44 21106 -1 0
45 19469 12547 0
46 14039 22354 0
47 407 675 0
48 2609 -1 0
49 22342 38623 0
50 5902 12015 0
51 3985 15897 0
52 14241 28114 0
53 7955 -1 0.001009
54 19595 -1 0
55 20651 6042 0
56 14050 3870 0
57 9192 1995 0
58 22405 34544 0
59 32656 29624 0
60 26110 17750 0
61 24948 10222 0
62 17280 17569 0
63 15873 15080 0
64 21185 21151 0
65 5413 -1 0
66 25539 5106 0
67 12154 7897 0
68 31435 -1 0
69 19946 6823 0
70 13325 -1 0
71 10003 2427 0
72 20963 28836 0
73 10556 12121 0
74 12676 9163 0.001004
75 27812 3203 0
76 654 -1 0
77 24927 13224 0
78 16366 -1 0
79 23852 20462 0
80 7392 -1 0
81 4325 26494 0
82 28451 2473 0
83 27252 21548 0
84 10131 3064 0
85 20341 23353 0
86 13506 -1 0
87 15855 1896 0
88 18262 32913 0
89 3018 17343 0
90 28196 1779 0
91 741 1264 0
92 28775 19199 0
93 18174 35492 0
94 16014 -1 0.001023
95 7120 13533 0
96 22116 3919 0
97 5385 6908 0
98 7595 2089 0
99 18183 -1 0
~~ For list with 45000 elements ~~
0 3864 21615 0
1 31195 -1 0
2 556 -1 0
3 8534 -1 0
4 9650 -1 0
5 5251 4743 0
6 12310 -1 0
7 21048 7636 0
8 18029 14855 0
9 28271 14811 0
10 27446 -1 0
11 20073 17139 0
12 12393 -1 0.000972
13 24340 266 0
14 11971 31562 0
15 24469 40581 0
16 5296 -1 0
17 26911 42949 0
18 28993 21157 0
19 26237 9293 0
20 17422 8379 0
21 254 7603 0
22 24824 3660 0
23 30109 -1 0
24 28451 5220 0
25 7330 -1 0
26 17572 20099 0
27 32524 2906 0
28 11446 -1 0
29 28803 -1 0.000997
30 21614 12235 0
31 6565 34564 0
32 14924 9108 0
33 32229 -1 0
34 7963 8618 0
35 8548 13917 0
36 11001 33285 0
37 22106 10705 0
38 20356 30235 0
39 14098 22478 0
40 30839 40894 0
41 14473 19005 0
42 26182 25501 0
43 25381 34331 0
44 10869 8617 0
45 27181 14999 0
46 15290 -1 0.000997
47 24546 4186 0
48 2097 -1 0
49 29537 13289 0
50 24104 44410 0
51 20164 -1 0
52 2121 29171 0
53 7962 33557 0
54 8247 21781 0
55 23841 36001 0
56 29391 2930 0
57 25845 1630 0
58 27560 -1 0
59 7179 31752 0
60 27035 26980 0
61 8243 9886 0
62 11332 21366 0
63 3957 2469 0
64 19173 3040 0.000998
65 14337 3867 0
66 26387 15015 0
67 14486 16148 0
68 8723 20190 0
69 7421 -1 0
70 20943 10642 0
71 8083 23974 0
72 6863 1802 0
73 16375 -1 0
74 32408 7307 0
75 8280 -1 0
76 10845 8636 0
77 26100 9135 0
78 28649 22001 0
79 32454 4948 0
80 25387 -1 0
81 32121 664 0
82 10443 5374 0
83 1556 1344 0
84 9898 -1 0
85 22790 26847 0
86 3401 41759 0.000997
87 14191 31285 0
88 10589 16304 0
89 29408 1981 0
90 10019 14992 0
91 19428 2322 0
92 32048 5109 0
93 7699 476 0
94 8903 27800 0
95 3456 10030 0
96 5642 21071 0
97 18616 -1 0
98 6268 24622 0
99 19382 10595 0
