Iteration Key Index Time_taken(seconds)
30 9333 -1 0
31 26751 -1 0
32 22006 1825 0
33 17216 7416 0
34 29447 -1 0
35 29363 -1 0
36 9434 4231 0
37 8276 -1 0
38 18374 12447 0
39 21696 -1 0
40 28943 -1 0
41 10976 -1 0
42 2018 -1 0
43 28009 5662 0
44 13150 -1 0.001004
45 1063 2518 0
46 11668 5153 0
47 21841 -1 0
48 19437 -1 0
49 11541 -1 0
50 20308 2824 0
51 6496 -1 0
52 25363 -1 0
53 8168 4339 0
54 10060 -1 0
55 29800 -1 0
56 19563 9972 0
57 2767 -1 0
58 12044 -1 0
59 19464 -1 0
60 8231 -1 0
61 2561 8733 0
62 9087 5514 0
63 29905 -1 0
64 2423 12509 0
65 8753 1083 0
66 1310 -1 0
67 424 12002 0
68 12875 4651 0
69 11025 -1 0
70 26723 11243 0
71 8811 -1 0
72 9093 -1 0
73 17173 12648 0
74 10881 -1 0
75 21976 -1 0
76 21298 7966 0
77 12409 -1 0
78 24146 10553 0
79 29354 -1 0
80 20266 -1 0
81 21381 -1 0
82 1425 -1 0
83 19460 10426 0
84 21781 -1 0.001425
85 3600 -1 0
86 27209 -1 0
87 29971 9978 0
88 6017 7479 0
89 17475 11685 0
90 11405 14112 0
91 26608 1113 0
92 22834 -1 0
93 23199 -1 0
94 22634 3882 0
95 5059 7460 0
96 21177 -1 0
97 21825 -1 0
98 6170 -1 0
99 5678 -1 0
~~ For list with 20000 elements ~~
0 29247 -1 0
1 22890 18788 0
2 9914 12073 0
3 20293 -1 0
4 6496 13917 0
5 20553 12427 0
6 2709 5656 0
7 8840 9328 0
8 6747 18654 0
9 30547 4680 0
10 18630 -1 0
11 14924 -1 0
12 5964 -1 0
13 515 -1 0
14 14697 14056 0
15 30345 -1 0.001482
16 30560 -1 0
17 26019 7145 0
18 15407 960 0
19 14719 -1 0
20 20456 -1 0
21 28179 17003 0
22 2574 1854 0
23 17050 11285 0
24 25516 -1 0
25 4038 13889 0
26 20279 -1 0
27 12441 -1 0
28 11394 12324 0
29 6925 2783 0
30 8521 9619 0
31 28399 19936 0
32 8991 14794 0
33 13464 -1 0
34 9668 4125 0
35 4713 16401 0
36 14636 479 0
37 14137 -1 0
38 31936 1818 0
39 26898 8481 0
40 14749 -1 0
41 25324 10961 0
42 17375 3075 0
43 16724 -1 0
44 830 11088 0
45 32021 3266 0
46 17792 10499 0
47 11359 -1 0
48 20878 2555 0
49 17928 -1 0
50 10293 -1 0
51 16335 1660 0
52 2001 -1 0
53 26574 -1 0
54 12920 88 0
55 6792 9550 0
56 12897 16828 0
57 16935 -1 0
58 30361 -1 0
59 12517 -1 0
60 12869 -1 0
61 14283 -1 0
62 31483 -1 0
63 9235 9790 0
64 18180 -1 0
65 24821 -1 0
66 12928 -1 0
67 10423 5228 0
68 27323 2787 0
69 18210 -1 0.001004
70 22850 1956 0
71 16599 15872 0
72 13422 9410 0
73 3606 19027 0
74 2436 1914 0
75 19703 -1 0
76 13468 17167 0
77 11809 9228 0
78 7400 128 0
79 14466 -1 0
80 22 5030 0
81 9120 -1 0
82 11746 11443 0
83 17772 4766 0
84 23825 5751 0
85 14278 -1 0
86 19820 12369 0
87 15126 11519 0
88 18041 -1 0
89 18077 8150 0
90 16635 13544 0
91 31858 -1 0
92 14728 6818 0
93 9799 13997 0
94 23730 16306 0
95 18791 4190 0
96 408 13782 0
97 5002 -1 0
98 19926 14009 0
99 12151 17019 0
~~ For list with 25000 elements ~~
0 5511 10934 0
1 14138 7844 0
2 10763 12142 0
3 5068 -1 0
4 29215 6737 0
5 7630 -1 0
6 14966 5572 0
7 27218 -1 0
8 23157 4462 0
9 5971 -1 0
10 21396 20105 0
11 13872 -1 0
12 14449 -1 0
13 8926 4350 0
14 438 21657 0
15 30148 -1 0
16 26377 15515 0
17 27999 489 0
18 17563 10636 0
19 22049 -1 0
20 6674 -1 0
21 27173 13884 0
22 21987 -1 0
23 12211 21187 0
24 30806 11114 0
25 21669 13393 0
26 13254 3431 0
27 13863 7753 0
28 7142 -1 0
29 32631 21634 0.001427
30 17414 -1 0
31 24453 1130 0
32 27826 623 0
33 5281 7006 0
34 8994 -1 0
35 18079 1679 0
36 2390 7962 0
37 11032 23846 0
38 29645 -1 0
39 3247 -1 0
40 12855 7515 0
41 21892 23714 0
42 17054 -1 0
43 32316 -1 0
44 27343 -1 0
45 3652 6225 0
46 21001 6389 0
47 32573 -1 0
48 17733 -1 0
49 9394 2788 0
50 25230 3395 0
51 641 8514 0
52 3137 18424 0
53 4008 -1 0.001006
54 19248 1879 0
55 4174 -1 0
56 16126 11766 0
57 18755 5356 0
58 30249 -1 0
59 8265 16113 0
60 5025 -1 0
61 6118 12706 0
62 5596 -1 0
63 19093 10143 0
64 29641 -1 0
65 26754 1297 0
66 9739 -1 0
67 5183 1534 0
68 10087 18621 0
69 7701 22129 0
70 3402 -1 0
71 23258 3741 0
72 8656 -1 0
73 31345 -1 0
74 29364 17526 0
75 9062 6880 0
76 9488 -1 0
77 1087 -1 0
78 7132 11866 0
79 20599 -1 0
80 12161 8709 0
81 3651 -1 0.000993
82 26375 18656 0
83 915 24685 0
84 26525 -1 0
85 17378 3989 0
86 13720 857 0
87 11739 -1 0
88 31249 -1 0
89 24289 4734 0
90 23243 -1 0
91 5101 -1 0
92 7698 10230 0
93 27247 10454 0
94 25254 9329 0
95 18698 -1 0
96 13300 2316 0
97 14182 -1 0
98 17709 303 0
99 25972 -1 0
~~ For list with 30000 elements ~~
0 14889 -1 0
1 32672 15895 0
2 11320 2975 0
3 98 -1 0
4 17216 -1 0
5 5382 -1 0
6 1866 19720 0
7 5547 -1 0
8 10031 20926 0.001005
9 14363 15545 0
10 671 21208 0
11 553 8591 0
12 8572 -1 0
13 30750 23652 0
14 27408 5721 0
15 12196 -1 0
16 17375 22105 0
17 29372 -1 0
18 12071 15683 0
19 15310 5268 0
20 14673 3955 0
21 23252 -1 0
22 23253 16918 0
23 21798 -1 0
24 16230 -1 0
25 23677 17726 0
26 31587 7069 0
27 24349 -1 0.001246
28 18908 -1 0
29 586 6774 0
30 32683 5964 0
31 8567 8028 0
32 1140 -1 0
33 32717 21155 0
34 26760 -1 0
35 1781 8419 0
36 9984 9017 0
37 1369 8468 0
38 23947 -1 0
39 12081 -1 0
40 20414 21938 0
41 268 -1 0
42 31216 -1 0
43 22473 19308 0
44 22500 17484 0
45 28941 1914 0
46 26064 12243 0
47 24767 -1 0
48 22140 -1 0
49 11027 -1 0
50 3992 -1 0
51 28704 -1 0
52 17778 -1 0
53 15655 10496 0
54 6585 463 0
55 30948 7640 0
56 31980 4092 0
57 19370 -1 0.00148
58 20641 -1 0
59 10518 -1 0
60 30937 17369 0
61 4249 2718 0
62 15595 -1 0
63 821 938 0
64 7373 -1 0
65 24592 7246 0
66 9682 2156 0
67 9945 17950 0
68 27148 8130 0
69 22029 -1 0
70 6124 -1 0
71 3225 7480 0
72 23525 -1 0
73 4471 14807 0
74 17429 9765 0
75 14637 3314 0
76 24129 15980 0
77 8287 15893 0
78 19112 -1 0
79 11216 16940 0
80 4731 15691 0.001025
81 389 -1 0
82 18166 -1 0
83 3048 26108 0
84 22130 5658 0
85 24350 -1 0
86 12016 9107 0
87 23017 14850 0
88 16861 8493 0
89 26324 17101 0
90 23335 -1 0
91 10103 14712 0
92 3551 2189 0
93 25359 -1 0
94 19191 15174 0
95 6859 27398 0
96 6876 7511 0
97 31091 9250 0
98 30974 -1 0
99 16727 9442 0
~~ For list with 35000 elements ~~
0 27305 21256 0
1 3255 13446 0
2 27114 1138 0
3 22065 22068 0
4 23533 20731 0
5 10358 1576 0
6 12623 8978 0
7 29782 -1 0
8 22466 19441 0
9 6249 19227 0
10 1119 -1 0
11 10923 -1 0.001018
12 23925 34219 0
13 26492 10205 0
14 26597 20902 0
15 14876 33856 0
16 31822 31105 0
17 12709 3826 0
18 27276 18116 0
19 3838 7353 0
20 26213 -1 0
21 15212 33396 0
22 28240 21870 0
23 13482 255 0
24 9656 34726 0
25 8874 11618 0
26 9779 14330 0
27 11371 13487 0
28 10107 5883 0
29 3217 -1 0
30 7217 -1 0.001005
31 11163 15823 0
32 4527 -1 0
33 29932 -1 0
34 21365 184 0
35 1288 18483 0
36 5878 13428 0
37 680 -1 0
38 23245 8595 0
39 16797 9105 0
40 15526 29145 0
41 1428 -1 0
42 25436 -1 0
43 11326 31507 0
44 18204 14972 0
45 357 28863 0
46 12175 -1 0.001011
47 21747 -1 0
48 16467 7516 0
49 27133 -1 0
50 28242 -1 0
51 20297 1951 0
52 19637 26082 0
53 29933 -1 0
54 22147 -1 0
55 12277 21601 0
56 16944 -1 0
57 9272 -1 0
58 5798 18580 0
59 3515 -1 0
60 13709 15662 0
61 28250 -1 0.001004
62 27867 7230 0
63 2446 30577 0
64 29181 1884 0
65 10120 -1 0
66 31502 32215 0
67 8697 23604 0
68 3829 17266 0
69 4154 2748 0
70 11118 17311 0
71 21949 -1 0
72 6204 10485 0
73 11495 29142 0
74 14624 25610 0
75 22972 -1 0
76 31811 -1 0
77 19215 12146 0
78 12596 12093 0
79 26133 -1 0
80 13492 27830 0
81 22399 17705 0
82 32728 2473 0
83 24209 365 0
84 23885 1837 0
85 27089 15153 0
86 24011 -1 0
87 23102 26809 0
88 11503 -1 0.001462
89 10546 1289 0
90 12821 -1 0
91 20057 -1 0
92 1266 -1 0
93 28264 -1 0
94 15350 -1 0
95 24689 5636 0
96 2748 8117 0
97 18195 7526 0
98 6428 3928 0
99 9162 -1 0
~~ For list with 40000 elements ~~
0 24387 23095 0
1 14381 19295 0
2 14082 9145 0
3 16055 1281 0
4 30760 12803 0
5 663 26266 0
6 1461 2474 0
7 268 12517 0
8 32034 -1 0
9 2555 -1 0
10 15822 15135 0
11 14894 14921 0
12 18612 18295 0
13 28835 984 0
14 8962 -1 0
15 24401 17708 0
16 31311 -1 0
17 6919 6248 0
18 32631 -1 0
19 27474 19982 0
20 21867 13081 0
21 25234 12251 0
22 7033 -1 0.001482
23 18334 -1 0
24 5846 -1 0
25 26025 4770 0
26 23918 -1 0
27 15440 34984 0
28 13387 13214 0
29 6378 -1 0
30 9740 15732 0
31 11161 27055 0
32 14918 4915 0
33 32177 28684 0
34 15561 17620 0
35 7269 -1 0
36 15383 -1 0.001293
37 8673 -1 0
38 24723 -1 0
39 22587 1834 0
40 2613 2433 0
41 19681 -1 0
42 20674 35327 0
43 8293 -1 0
44 8918 21642 0
45 32228 24825 0
46 25163 11210 0
47 15954 497 0
48 4284 5884 0
49 8046 20256 0
50 30006 6303 0.001037
51 29496 28493 0
52 11346 35529 0
53 5140 14556 0
54 24146 -1 0
55 2813 -1 0
56 29431 20282 0
57 131 25388 0
58 6439 12587 0
59 5720 21083 0
60 26778 16836 0
61 30403 5425 0
62 22060 -1 0.001005
63 4148 29326 0
64 14215 -1 0
65 26301 -1 0
66 14650 24788 0
67 29269 19130 0
68 640 -1 0
69 30715 23187 0
70 23617 18499 0
71 32061 9018 0
72 7440 22402 0
73 12464 13918 0
74 27194 13648 0.001003
75 14161 552 0
76 7708 8415 0
77 3576 21709 0
78 26204 19095 0
79 26424 26854 0
80 187 26118 0
81 29024 962 0
82 29587 25846 0
83 3460 28672 0
84 18248 32369 0
85 1961 22357 0
86 12334 15311 0
87 8596 16309 0
88 21685 -1 0
89 3273 8766 0
90 31191 -1 0
91 5560 5914 0
92 28705 -1 0.001062
93 4403 27840 0
94 11721 26857 0
95 26263 16479 0
96 9901 -1 0
97 9304 9571 0
98 14653 -1 0
99 14798 18455 0
~~ For list with 45000 elements ~~
0 18644 8105 0
1 20394 44739 0
2 8632 27613 0
3 25033 44522 0
4 277 -1 0
5 15907 6936 0
6 18902 13151 0
7 25367 28803 0
8 4982 15372 0
9 14952 -1 0.001006
10 22549 10293 0
11 22387 24660 0
12 24662 -1 0
13 16422 5625 0
14 17149 38661 0
15 24213 3055 0
16 16036 17904 0
17 26725 18681 0
18 9733 40204 0
19 12903 32136 0
20 7084 -1 0
21 23054 19861 0
22 7 -1 0
23 15279 -1 0
24 19760 -1 0.001006
25 9131 10045 0
26 13808 -1 0
27 23023 19189 0
28 18875 -1 0
29 25199 26847 0
30 11708 15471 0
31 25225 8574 0
32 15154 4351 0
33 23158 17882 0
34 5538 12765 0
35 6951 18488 0
36 8108 -1 0
37 25677 22442 0
38 11147 -1 0
39 13146 19757 0
40 27779 13633 0
41 21429 2478 0
42 6345 7419 0
43 386 42566 0
44 26540 -1 0
45 15268 -1 0
46 13830 30057 0
47 1773 15710 0
48 11075 12933 0
49 13197 4871 0
50 19322 44117 0
51 32579 18242 0
52 1898 11583 0
53 481 23671 0
54 8546 25474 0
55 32545 -1 0
56 13908 -1 0.000998
57 20438 15742 0
58 29869 964 0
59 26116 19498 0
60 5789 44964 0
61 19047 22724 0
62 9208 3294 0
63 10089 29151 0
64 24541 23019 0
65 21660 986 0
66 10428 4237 0
67 12082 -1 0
68 1404 411 0
69 12043 14169 0
70 12486 6798 0
71 25932 36054 0
72 15304 12132 0
73 14495 44294 0
74 27624 13968 0
75 5263 13282 0
76 21316 21175 0
77 11416 -1 0.001034
78 25071 5174 0
79 14565 12593 0
80 24131 10688 0
81 467 853 0
82 25812 6732 0
83 30895 15192 0
84 21686 2674 0
85 20300 21194 0
86 29495 5428 0
87 19812 6826 0
88 10819 26538 0
89 23009 -1 0
90 7944 -1 0
91 8059 39785 0
92 2711 12223 0
93 12121 9932 0
94 19592 -1 0
95 22924 10452 0
96 12284 34387 0.001004
97 29348 -1 0
98 23920 38646 0
99 14002 3538 0

