Iteration Key Index Time_taken(seconds)
21 26453 3160 0
22 25012 -1 0
23 8547 14973 0
24 1564 2194 0
25 7185 -1 0
26 16257 -1 0
27 20535 -1 0
28 27699 9698 0
29 12373 -1 0
30 21597 13759 0
31 11501 -1 0
32 21360 -1 0
33 5311 8313 0
34 8698 3104 0
35 658 11730 0
36 27437 -1 0
37 11027 -1 0
38 29599 12452 0
39 15665 -1 0
40 780 -1 0
41 25915 -1 0
42 4381 -1 0
43 3348 -1 0
44 90 8161 0
45 21900 14022 0
46 7685 -1 0
47 11531 10110 0
48 8407 11056 0
49 5195 -1 0
50 1000 -1 0
51 18977 -1 0
52 25061 -1 0.001009
53 7792 5429 0
54 12287 -1 0
55 28077 614 0
56 17854 -1 0
57 4521 2934 0
58 23357 -1 0
59 14711 -1 0
60 25884 -1 0
61 27042 -1 0
62 305 6519 0
63 12060 3800 0
64 7731 968 0
65 8836 -1 0
66 2176 3248 0
67 1716 14373 0
68 8402 -1 0
69 25788 -1 0
70 12514 -1 0
71 22705 6446 0
72 170 1573 0
73 7677 8855 0
74 27644 12618 0
75 7946 12867 0
76 16877 -1 0.001006
77 11144 -1 0
78 9374 -1 0
79 20890 -1 0
80 5148 -1 0
81 1147 12842 0
82 25966 -1 0
83 8643 -1 0
84 12058 2896 0
85 15495 3173 0
86 16021 3756 0
87 6486 1120 0
88 1668 4700 0
89 9751 2178 0
90 13240 -1 0
91 8375 13272 0
92 18245 -1 0
93 15726 3604 0
94 17962 2916 0
95 12348 -1 0
96 21348 -1 0
97 15168 -1 0
98 28512 -1 0
99 12503 -1 0
~~ For list with 20000 elements ~~
0 2462 -1 0
1 16155 -1 0
2 14196 3532 0
3 2025 -1 0
4 7741 -1 0
5 26522 -1 0
6 15397 13157 0
7 27532 -1 0
8 22897 3941 0
9 20961 10695 0
10 16100 450 0
11 24278 -1 0
12 19520 -1 0
13 21938 -1 0
14 22521 16553 0
15 31293 -1 0
16 18770 14186 0
17 26339 3292 0
18 10356 14836 0
19 9448 2168 0
20 31816 -1 0
21 8033 -1 0
22 19483 11197 0
23 3788 12482 0
24 2895 268 0
25 10869 9642 0
26 10150 -1 0
27 5653 16621 0
28 30452 -1 0
29 30022 -1 0
30 26415 10903 0
31 7111 -1 0
32 11322 -1 0
33 18592 3820 0
34 16612 -1 0.001003
35 2981 -1 0
36 31977 -1 0
37 12275 2846 0
38 20479 14093 0
39 6994 12865 0
40 29226 19769 0
41 20895 -1 0
42 7160 -1 0
43 1206 8989 0
44 11601 3012 0
45 7278 19314 0
46 8184 -1 0
47 16291 17405 0
48 19194 -1 0
49 28258 -1 0
50 26258 4134 0
51 32440 -1 0
52 31831 7746 0
53 6322 -1 0
54 3502 8753 0
55 29574 13968 0
56 19144 -1 0
57 25871 -1 0
58 18117 -1 0
59 7666 7840 0
60 14764 1307 0
61 43 15031 0
62 10068 11945 0
63 10970 17757 0
64 14968 1325 0
65 28028 -1 0
66 23946 -1 0
67 9724 1594 0
68 9990 -1 0
69 26686 8927 0
70 7492 -1 0.001423
71 787 831 0
72 13871 2679 0
73 21943 19828 0
74 22844 2977 0
75 16962 -1 0
76 7835 793 0
77 11454 667 0
78 7293 -1 0
79 13238 3324 0
80 23512 -1 0
81 30334 -1 0
82 6171 -1 0
83 7816 13543 0
84 18858 -1 0
85 19576 -1 0
86 14624 15920 0
87 20192 877 0
88 2466 -1 0
89 30663 10109 0
90 23241 -1 0
91 20320 -1 0
92 26354 -1 0
93 5544 11590 0
94 26867 10164 0
95 20928 4701 0
96 11392 -1 0
97 25913 12708 0
98 1744 197 0
99 2741 14680 0
~~ For list with 25000 elements ~~
0 7787 6331 0
1 14233 1205 0
2 18700 -1 0
3 685 24434 0
4 15627 20339 0
5 1184 -1 0
6 1157 -1 0
7 4314 8366 0
8 22521 -1 0
9 19893 -1 0
10 7398 -1 0
11 10515 1417 0
12 13954 10875 0
13 23235 19418 0
14 8452 -1 0
15 11042 -1 0
16 21587 -1 0
17 10128 12341 0
18 4378 -1 0
19 31661 -1 0
20 5007 -1 0
21 7559 8926 0
22 16758 -1 0
23 11286 23149 0
24 21791 -1 0
25 6842 -1 0
26 21874 -1 0
27 22943 -1 0
28 27466 5229 0
29 27175 -1 0
30 26278 2350 0
31 2002 17665 0
32 6789 -1 0
33 4410 -1 0
34 11356 -1 0
35 31264 -1 0
36 7308 14763 0
37 5780 -1 0
38 14148 7463 0
39 20680 -1 0
40 22961 -1 0
41 9739 -1 0
42 5482 9673 0
43 27898 12139 0
44 19572 -1 0
45 13810 17380 0
46 29284 -1 0
47 24636 -1 0
48 17237 18715 0
49 4506 22753 0
50 2000 196 0
51 27406 -1 0
52 29926 -1 0
53 27928 4969 0
54 29182 18625 0
55 20169 -1 0
56 6692 -1 0.001008
57 26185 -1 0
58 15593 18077 0
59 30413 19187 0
60 775 18210 0
61 5908 -1 0
62 15724 -1 0
63 15579 -1 0
64 22872 -1 0
65 7407 15566 0
66 2738 4705 0
67 19648 -1 0
68 1475 -1 0
69 14757 -1 0
70 11247 4649 0
71 27444 1320 0
72 27437 24452 0
73 29014 -1 0
74 20045 -1 0.001007
75 9217 -1 0
76 27720 12810 0
77 18879 19219 0
78 5930 21149 0
79 9064 -1 0
80 28516 4094 0
81 3771 -1 0
82 26240 4100 0
83 16064 -1 0
84 21640 22521 0
85 16394 2723 0
86 7588 -1 0
87 28768 5831 0
88 4545 8320 0
89 3154 -1 0
90 15924 -1 0
91 19135 7038 0
92 27066 24735 0
93 32099 -1 0
94 30026 -1 0.00101
95 9946 -1 0
96 28813 2841 0
97 14783 -1 0
98 26358 -1 0
99 4566 18028 0
~~ For list with 30000 elements ~~
0 3554 -1 0
1 13229 5508 0
2 26538 805 0
3 6023 -1 0
4 12449 14781 0
5 1716 -1 0.001009
6 3596 -1 0
7 21056 5637 0
8 21021 -1 0
9 7050 -1 0
10 6373 7130 0
11 13795 6783 0
12 31207 74 0
13 3667 21237 0
14 23384 23833 0
15 4699 6855 0
16 7247 28574 0
17 5609 -1 0
18 13676 -1 0
19 31199 1334 0
20 11201 -1 0
21 8153 -1 0
22 20485 -1 0
23 23831 -1 0.001009
24 21589 -1 0
25 28079 -1 0
26 21779 -1 0
27 12928 3811 0
28 5537 11509 0
29 6004 8857 0
30 30729 12538 0
31 11537 -1 0
32 11986 19683 0
33 6004 8857 0
34 25233 214 0
35 17951 -1 0
36 4347 -1 0.00101
37 17221 -1 0
38 22909 -1 0
39 7806 -1 0
40 19372 18517 0
41 22020 19877 0
42 11777 2495 0
43 31465 9003 0
44 10183 -1 0
45 28642 13780 0
46 20256 -1 0
47 24483 2692 0
48 25743 -1 0
49 11999 7837 0
50 3941 3019 0
51 3935 24739 0
52 19202 3704 0
53 17622 18016 0
54 29395 13017 0
55 29022 -1 0.001009
56 2921 3606 0
57 11962 18915 0
58 6430 -1 0
59 8919 3198 0
60 6445 2539 0
61 28959 -1 0
62 6172 -1 0
63 14235 -1 0
64 30956 15855 0
65 32252 15896 0
66 23158 5124 0
67 28153 3285 0
68 13516 24781 0
69 10159 20270 0
70 22179 19083 0
71 23007 15779 0
72 27407 -1 0
73 17729 -1 0
74 12823 -1 0
75 19267 -1 0.001008
76 10984 10227 0
77 27628 -1 0
78 9399 -1 0
79 29633 12488 0
80 5005 -1 0
81 25050 14119 0
82 12433 -1 0
83 3974 -1 0
84 27022 20838 0
85 11824 8149 0
86 458 21753 0
87 5484 6812 0
88 5733 921 0
89 27211 18098 0
90 2775 7578 0
91 12902 22686 0
92 17998 16766 0
93 14409 8419 0
94 12528 4712 0
95 5151 20912 0.001027
96 6233 -1 0
97 716 -1 0
98 7362 10433 0
99 18142 -1 0
~~ For list with 35000 elements ~~
0 20192 18084 0
1 13004 -1 0
2 8389 21201 0
3 21136 -1 0
4 12089 945 0
5 21394 25107 0
6 17978 31714 0
7 25366 -1 0
8 12855 16029 0
9 1826 855 0
10 26409 26731 0
11 31151 3016 0
12 32123 -1 0
13 1642 6647 0
14 6996 28275 0
15 18277 10152 0
16 21750 14056 0
17 16489 -1 0
18 9551 10035 0
19 5580 -1 0
20 26618 -1 0
21 17137 13285 0
22 18485 755 0
23 5604 4973 0
24 29847 699 0
25 8363 1838 0
26 9625 28078 0.001007
27 5696 -1 0
28 13604 6115 0
29 30811 -1 0
30 14271 -1 0
31 25704 -1 0
32 19484 -1 0
33 357 10827 0
34 15372 27910 0
35 23933 30902 0
36 8748 -1 0
37 16785 -1 0
38 8636 27995 0
39 29211 -1 0
40 27273 9222 0
41 20491 2077 0.001004
42 20691 2900 0
43 8579 -1 0
44 16775 -1 0
45 18862 24630 0
46 23894 25116 0
47 12282 18676 0
48 6504 10984 0
49 23169 13896 0
50 31418 4421 0
51 7276 30169 0
52 26993 2713 0
53 130 -1 0
54 17309 -1 0
55 6485 317 0
56 21316 -1 0
57 27555 12139 0
58 10676 33707 0
59 3298 -1 0
60 12905 -1 0
61 7955 18143 0
62 8709 -1 0
63 23635 9888 0
64 18990 24906 0
65 14270 -1 0
66 24918 13280 0
67 1699 -1 0
68 1457 863 0
69 31767 14659 0
70 15589 -1 0
71 21099 1954 0
72 32315 22755 0
73 6421 -1 0
74 857 356 0
75 4868 6338 0
76 15311 -1 0
77 12411 12134 0
78 25081 26539 0
79 18667 2065 0
80 25603 5526 0
81 7261 10278 0
82 10780 -1 0
83 8554 13569 0
84 19215 7014 0
85 3040 8311 0
86 2784 -1 0
87 6517 -1 0
88 6948 15993 0.001445
89 23873 -1 0
90 4895 -1 0
91 18387 31102 0
92 1535 11321 0
93 22809 1679 0
94 3999 19456 0
95 4734 -1 0
96 13501 13159 0
97 13023 -1 0
98 6537 18622 0
99 21323 6668 0
~~ For list with 40000 elements ~~
0 8849 1247 0
1 15338 4634 0
2 26640 -1 0
3 1785 14442 0
4 23651 1338 0
5 12584 35586 0.001495
6 12670 -1 0
7 31613 7379 0
8 10156 5768 0
9 778 -1 0
10 5602 1719 0
11 24689 17424 0
12 25013 -1 0
13 15490 11579 0
14 19450 31826 0
15 19176 4207 0
16 24399 22526 0
17 25332 34420 0
18 30762 2540 0
19 28679 2254 0
20 23071 -1 0
21 32314 7995 0
22 9330 15381 0
23 3362 2666 0
24 18490 13693 0
25 25067 2066 0
26 29854 32426 0.001005
27 6946 8221 0
28 20978 9021 0
29 7133 28022 0
30 27324 11491 0
31 20778 1196 0
32 23023 4612 0
33 11240 7074 0
34 20435 8300 0
35 14970 -1 0
36 19329 5254 0
37 26861 19287 0
38 5330 26671 0
39 25491 24701 0
40 9012 8102 0
41 14103 21375 0
42 16327 2689 0
43 25243 11118 0
44 26021 5690 0
45 29537 -1 0
46 14673 7016 0
47 16132 6330 0
48 30869 17783 0
49 14425 13428 0
50 3672 -1 0
51 31849 22574 0
52 4668 447 0
53 24611 -1 0
54 31227 35401 0
55 19640 -1 0
56 13023 3878 0
57 26560 2056 0
58 19402 -1 0
59 11670 30337 0
60 23717 -1 0
61 6033 -1 0
62 32310 2633 0
63 29951 18417 0
64 32167 9148 0
65 5398 27894 0
66 4421 11967 0
67 4397 28494 0
68 16454 17884 0.001004
69 16892 7716 0
70 32139 6831 0
71 32700 -1 0
72 13761 3263 0
73 3159 -1 0
74 21333 -1 0
75 16395 -1 0
76 3847 4495 0
77 5164 -1 0
78 23079 5522 0
79 17637 -1 0
80 22473 38450 0
81 18994 19307 0
82 17513 2697 0
83 10593 -1 0
84 26580 12444 0
85 27609 21107 0.001004
86 19293 -1 0
87 11526 17099 0
88 32414 20617 0
89 140 14405 0
90 18260 -1 0
91 15155 4115 0
92 15646 2799 0
93 15411 3793 0
94 6178 2105 0
95 446 -1 0
96 29153 27848 0
97 27389 5459 0
98 29135 24860 0
99 23260 -1 0
~~ For list with 45000 elements ~~
0 19742 14869 0
1 11446 16672 0
2 15890 39677 0
3 7810 3831 0
4 4313 -1 0
5 19277 14612 0
6 16955 23635 0
7 6782 12645 0
8 2747 12419 0
9 32358 20867 0
10 2034 20954 0
11 26773 15778 0
12 3593 6548 0
13 18947 28039 0
14 18884 -1 0.0015
15 17770 4778 0
16 24554 21313 0
17 11650 29801 0
18 23842 33598 0
19 30202 15793 0
20 8567 32704 0
21 13671 38029 0
22 3349 -1 0
23 1919 32595 0
24 8209 1012 0
25 23131 24228 0
26 3373 14518 0
27 18069 6334 0
28 32759 6146 0
29 20853 -1 0
30 6331 6479 0
31 12699 6462 0
32 29975 19360 0
33 12729 29143 0
34 4671 22781 0
35 27228 4929 0.000504
36 32293 26446 0
37 4830 9728 0
38 14116 7674 0
39 27374 -1 0
40 21995 12244 0
41 2389 28510 0
42 15275 2837 0
43 475 -1 0
44 3808 10286 0
45 9094 20665 0
46 25382 8496 0
47 22911 -1 0
48 3323 13261 0
49 19549 3510 0
50 26726 44963 0.001008
51 3761 -1 0
52 20937 4462 0
53 14085 24641 0
54 19062 -1 0
55 6822 15303 0
56 20158 24575 0
57 14323 11878 0
58 20874 10703 0
59 5137 20350 0
60 12745 6441 0
61 12071 33574 0
62 24626 31483 0
63 2959 -1 0
64 24618 41663 0
65 26542 31983 0
66 25811 16027 0
67 1859 24617 0
68 5000 15415 0
69 4204 26140 0
70 32600 43749 0
71 25021 -1 0
72 19774 40445 0
73 12824 24297 0
74 12069 2543 0
75 4129 34134 0
76 5111 16521 0
77 18056 40494 0
78 7500 -1 0.001007
79 4997 -1 0
80 12154 23931 0
81 21807 17799 0
82 22276 5482 0
83 6554 8821 0
84 22215 8185 0
85 14564 15539 0
86 3159 -1 0
87 4239 -1 0
88 1122 29583 0
89 29412 211 0
90 10010 21376 0
91 12850 40806 0
92 25839 8903 0
93 12059 39686 0
94 20002 14699 0
95 19033 968 0
96 5119 17603 0
97 23967 -1 0
98 10421 -1 0
99 15488 9033 0
